gene	keyTerm
Apex1	Phosphoprotein
Apex1	Reference proteome
Apex1	Repressor
Apex1	RNA-binding
Apex1	S-nitrosylation
Apex1	Transcription
Apex1	Transcription regulation
Apex1	Ubl conjugation
Apex1	Base excision repair
Apex1	telomere maintenance
Apex1	DNA repair
Apex1	base-excision repair
Apex1	DNA recombination
Apex1	transcription
Apex1	 DNA-templated
Apex1	regulation of transcription
Apex1	 DNA-templated
Apex1	aging
Apex1	response to organonitrogen compound
Apex1	negative regulation of smooth muscle cell migration
Apex1	response to drug
Apex1	regulation of mRNA stability
Apex1	cell redox homeostasis
Apex1	positive regulation of DNA repair
Apex1	oxidation-reduction process
Apex1	cellular response to hydrogen peroxide
Apex1	cellular response to cAMP
Apex1	cellular response to peptide hormone stimulus
Apex1	cellular response to organonitrogen compound
Apex1	DNA demethylation
Apex1	RNA phosphodiester bond hydrolysis
Apex1	 endonucleolytic
Apex1	positive regulation of G1/S transition of mitotic cell cycle
Apex1	nucleus
Apex1	nucleoplasm
Apex1	transcription factor complex
Apex1	nucleolus
Apex1	cytoplasm
Apex1	mitochondrion
Apex1	endoplasmic reticulum
Apex1	centrosome
Apex1	nuclear speck
Apex1	perinuclear region of cytoplasm
Apex1	DNA binding
Apex1	damaged DNA binding
Apex1	double-stranded telomeric DNA binding
Apex1	transcription coactivator activity
Apex1	DNA-(apurinic or apyrimidinic site) lyase activity
Apex1	endonuclease activity
Apex1	endoribonuclease activity
Apex1	protein binding
Apex1	phosphoric diester hydrolase activity
Apex1	double-stranded DNA exodeoxyribonuclease activity
Apex1	double-stranded DNA 3'-5' exodeoxyribonuclease activity
Apex1	3'-5' exonuclease activity
Apex1	oxidoreductase activity
Apex1	site-specific endodeoxyribonuclease activity
Apex1	 specific for altered base
Apex1	chromatin DNA binding
Apex1	protein complex binding
Apex1	poly(A) RNA binding
Apex1	metal ion binding
Apex1	NF-kappaB binding
Carhsp1	Acetylation
Carhsp1	Complete proteome
Carhsp1	Cytoplasm
Carhsp1	Phosphoprotein
Carhsp1	Reference proteome
Carhsp1	RNA-binding
Carhsp1	regulation of transcription
Carhsp1	 DNA-templated
Carhsp1	calcium-mediated signaling
Carhsp1	regulation of mRNA stability
Carhsp1	cytoplasmic exosome (RNase complex)
Carhsp1	cytoplasmic mRNA processing body
Carhsp1	cytoplasm
Carhsp1	cytosol
Carhsp1	P granule
Carhsp1	extracellular exosome
Carhsp1	DNA binding
Carhsp1	mRNA 3'-UTR binding
Caprin2	Coiled coil
Caprin2	Complete proteome
Caprin2	Reference proteome
Caprin2	negative regulation of cell growth
Caprin2	positive regulation of protein binding
Caprin2	positive regulation of peptidyl-serine phosphorylation
Caprin2	positive regulation of transcription from RNA polymerase II promoter
Caprin2	positive regulation of dendrite morphogenesis
Caprin2	positive regulation of dendritic spine morphogenesis
Caprin2	positive regulation of canonical Wnt signaling pathway
Caprin2	nucleus
Caprin2	cytoplasm
Caprin2	mitochondrion
Caprin2	centrosome
Caprin2	receptor complex
Caprin2	receptor binding
Caprin1	Acetylation
Caprin1	Cell projection
Caprin1	Coiled coil
Caprin1	Complete proteome
Caprin1	Cytoplasm
Caprin1	Differentiation
Caprin1	Glycoprotein
Caprin1	Methylation
Caprin1	Phosphoprotein
Caprin1	Protein synthesis inhibitor
Caprin1	Proteomics identification
Caprin1	Reference proteome
Caprin1	RNA-binding
Caprin1	negative regulation of translation
Caprin1	positive regulation of dendrite morphogenesis
Caprin1	positive regulation of dendritic spine morphogenesis
Caprin1	cytoplasmic mRNA processing body
Caprin1	cytoplasm
Caprin1	cytosol
Caprin1	cytoplasmic stress granule
Caprin1	membrane
Caprin1	dendrite
Caprin1	RNA binding
Caprin1	poly(A) RNA binding
Cdc5l	Activator
Cdc5l	Cell cycle
Cdc5l	Cell division
Cdc5l	Coiled coil
Cdc5l	Complete proteome
Cdc5l	Cytoplasm
Cdc5l	Direct protein sequencing
Cdc5l	DNA damage
Cdc5l	DNA repair
Cdc5l	DNA-binding
Cdc5l	Isopeptide bond
Cdc5l	mRNA processing
Cdc5l	mRNA splicing
Cdc5l	Nucleus
Cdc5l	Phosphoprotein
Cdc5l	Reference proteome
Cdc5l	Repeat
Cdc5l	RNA-binding
Cdc5l	Spliceosome
Cdc5l	Transcription
Cdc5l	Transcription regulation
Cdc5l	Ubl conjugation
Cdc5l	Spliceosome
Cdc5l	G2/M transition of mitotic cell cycle
Cdc5l	mitotic cell cycle
Cdc5l	DNA repair
Cdc5l	transcription
Cdc5l	 DNA-templated
Cdc5l	regulation of transcription
Cdc5l	 DNA-templated
Cdc5l	mRNA processing
Cdc5l	RNA splicing
Cdc5l	cellular response to fibroblast growth factor stimulus
Cdc5l	cell division
Cdc5l	cellular response to interleukin-2
Cdc5l	signal transduction involved in DNA damage checkpoint
Cdc5l	cellular response to wortmannin
Cdc5l	cellular response to nerve growth factor stimulus
Cdc5l	cellular response to prolactin
Cdc5l	Prp19 complex
Cdc5l	nucleus
Cdc5l	nucleoplasm
Cdc5l	DNA replication factor A complex
Cdc5l	nucleolus
Cdc5l	cytoplasm
Cdc5l	membrane
Cdc5l	nuclear speck
Cdc5l	protein-DNA complex
Cdc5l	perinuclear region of cytoplasm
Cdc5l	catalytic step 2 spliceosome
Cdc5l	transcription corepressor binding
Cdc5l	DNA binding
Cdc5l	protein binding
Cdc5l	protein phosphatase 1 binding
Cdc5l	protein kinase binding
Cdc5l	leucine zipper domain binding
Cdc5l	poly(A) RNA binding
Cdc5l	WD40-repeat domain binding
Cstf2t	Complete proteome
Cstf2t	Proteomics identification
Cstf2t	Reference proteome
Cstf2t	mRNA surveillance pathway
Cstf2t	mRNA 3'-end processing
Cstf2t	pre-mRNA cleavage required for polyadenylation
Cstf2t	intracellular
Cstf2t	mRNA cleavage and polyadenylation specificity factor complex
Cstf2t	nucleotide binding
Cstf2t	nucleic acid binding
Cstf2t	RNA binding
Cstf2t	mRNA binding
Cstf2t	poly(A) RNA binding
Cotl1	Acetylation
Cotl1	Actin-binding
Cotl1	Chaperone
Cotl1	Complete proteome
Cotl1	Cytoplasm
Cotl1	Cytoskeleton
Cotl1	Nucleus
Cotl1	Phosphoprotein
Cotl1	Reference proteome
Cotl1	defense response to fungus
Cotl1	nucleus
Cotl1	cytoplasm
Cotl1	cytoskeleton
Cotl1	extracellular exosome
Cotl1	actin binding
Cotl1	enzyme binding
Cirbp	Complete proteome
Cirbp	Cytoplasm
Cirbp	Nucleus
Cirbp	Phosphoprotein
Cirbp	Reference proteome
Cirbp	RNA-binding
Cirbp	Stress response
Cirbp	response to cold
Cirbp	response to UV
Cirbp	negative regulation of translation
Cirbp	negative regulation of cell growth
Cirbp	stress granule assembly
Cirbp	positive regulation of translation
Cirbp	mRNA stabilization
Cirbp	cellular response to cold
Cirbp	regulation of cell cycle G1/S phase transition
Cirbp	nucleus
Cirbp	nucleoplasm
Cirbp	nucleolus
Cirbp	cytoplasm
Cirbp	cytoplasmic stress granule
Cirbp	nucleotide binding
Cirbp	RNA binding
Cirbp	mRNA 3'-UTR binding
Cirbp	poly(U) RNA binding
Cirbp	translation repressor activity
Cirbp	poly(A) RNA binding
Cirbp	small ribosomal subunit rRNA binding
Csde1	Acetylation
Csde1	Complete proteome
Csde1	Cytoplasm
Csde1	Isopeptide bond
Csde1	Phosphoprotein
Csde1	Reference proteome
Csde1	Repeat
Csde1	RNA-binding
Csde1	Ubl conjugation
Csde1	regulation of transcription
Csde1	 DNA-templated
Csde1	nuclear-transcribed mRNA catabolic process
Csde1	 no-go decay
Csde1	cytoplasm
Csde1	mitochondrial inner membrane
Csde1	Golgi apparatus
Csde1	plasma membrane
Csde1	CRD-mediated mRNA stability complex
Csde1	DNA binding
Csde1	poly(A) RNA binding
Cryz	Acetylation
Cryz	Complete proteome
Cryz	Cytoplasm
Cryz	NADP
Cryz	Oxidoreductase
Cryz	Reference proteome
Cryz	RNA-binding
Cryz	xenobiotic catabolic process
Cryz	protein homotetramerization
Cryz	oxidation-reduction process
Cryz	cytoplasm
Cryz	cytosol
Cryz	extracellular exosome
Cryz	mRNA 3'-UTR binding
Cryz	NADPH
Cryz	zinc ion binding
Cryz	NADPH binding
Cryz	NADH binding
Dus3l	Acetylation
Dus3l	Complete proteome
Dus3l	Flavoprotein
Dus3l	FMN
Dus3l	Metal-binding
Dus3l	Oxidoreductase
Dus3l	Phosphoprotein
Dus3l	Proteomics identification
Dus3l	Reference proteome
Dus3l	Repeat
Dus3l	tRNA processing
Dus3l	Zinc
Dus3l	Zinc-finger
Dus3l	tRNA dihydrouridine synthesis
Dus3l	oxidation-reduction process
Dus3l	cytosol
Dus3l	tRNA dihydrouridine synthase activity
Dus3l	poly(A) RNA binding
Dus3l	metal ion binding
Dus3l	flavin adenine dinucleotide binding
Dkc1	Acetylation
Dkc1	Complete proteome
Dkc1	Direct protein sequencing
Dkc1	Isomerase
Dkc1	Nucleus
Dkc1	Phosphoprotein
Dkc1	Proteomics identification
Dkc1	Reference proteome
Dkc1	Ribonucleoprotein
Dkc1	Ribosome biogenesis
Dkc1	RNA-binding
Dkc1	rRNA processing
Dkc1	Ribosome biogenesis in eukaryotes
Dkc1	snoRNA guided rRNA pseudouridine synthesis
Dkc1	box H/ACA snoRNA 3'-end processing
Dkc1	telomere maintenance via telomerase
Dkc1	cell proliferation
Dkc1	rRNA pseudouridine synthesis
Dkc1	snRNA pseudouridine synthesis
Dkc1	positive regulation of telomere maintenance via telomerase
Dkc1	box H/ACA snoRNA metabolic process
Dkc1	positive regulation of telomerase activity
Dkc1	telomerase RNA stabilization
Dkc1	positive regulation of establishment of protein localization to telomere
Dkc1	positive regulation of telomerase RNA localization to Cajal body
Dkc1	mRNA pseudouridine synthesis
Dkc1	nucleus
Dkc1	nucleoplasm
Dkc1	telomerase holoenzyme complex
Dkc1	nucleolus
Dkc1	small nucleolar ribonucleoprotein complex
Dkc1	Cajal body
Dkc1	box H/ACA snoRNP complex
Dkc1	box H/ACA telomerase RNP complex
Dkc1	telomerase activity
Dkc1	RNA binding
Dkc1	protein binding
Dkc1	pseudouridine synthase activity
Dkc1	box H/ACA snoRNA binding
Dkc1	poly(A) RNA binding
Dkc1	telomerase RNA binding
Eef1g	Acetylation
Eef1g	Complete proteome
Eef1g	Elongation factor
Eef1g	Isopeptide bond
Eef1g	Protein biosynthesis
Eef1g	Reference proteome
Eef1g	Ubl conjugation
Eef1g	Legionellosis
Eef1g	translational elongation
Eef1g	glutathione metabolic process
Eef1g	response to virus
Eef1g	cell-cell adhesion
Eef1g	nucleus
Eef1g	cytoplasm
Eef1g	endoplasmic reticulum
Eef1g	cell-cell adherens junction
Eef1g	membrane
Eef1g	extracellular exosome
Eef1g	translation elongation factor activity
Eef1g	glutathione transferase activity
Eef1g	cadherin binding involved in cell-cell adhesion
Eif2s1	Acetylation
Eif2s1	Complete proteome
Eif2s1	Initiation factor
Eif2s1	Phosphoprotein
Eif2s1	Protein biosynthesis
Eif2s1	Reference proteome
Eif2s1	RNA-binding
Eif2s1	Translation regulation
Eif2s1	RNA transport
Eif2s1	Protein processing in endoplasmic reticulum
Eif2s1	Non-alcoholic fatty liver disease (NAFLD)
Eif2s1	Hepatitis C
Eif2s1	Measles
Eif2s1	Influenza A
Eif2s1	Herpes simplex infection
Eif2s1	positive regulation of defense response to virus by host
Eif2s1	translation
Eif2s1	translational initiation
Eif2s1	aging
Eif2s1	negative regulation of translational initiation in response to stress
Eif2s1	cellular response to amino acid starvation
Eif2s1	cellular response to heat
Eif2s1	cellular response to UV
Eif2s1	response to endoplasmic reticulum stress
Eif2s1	regulation of translational initiation in response to stress
Eif2s1	protein autophosphorylation
Eif2s1	mitophagy in response to mitochondrial depolarization
Eif2s1	xenophagy
Eif2s1	positive regulation of neuron death
Eif2s1	negative regulation of guanyl-nucleotide exchange factor activity
Eif2s1	response to manganese-induced endoplasmic reticulum stress
Eif2s1	positive regulation of type B pancreatic cell apoptotic process
Eif2s1	nucleus
Eif2s1	cytoplasm
Eif2s1	ribosome
Eif2s1	eukaryotic translation initiation factor 2 complex
Eif2s1	eukaryotic translation initiation factor 2B complex
Eif2s1	cytoplasmic stress granule
Eif2s1	membrane
Eif2s1	eukaryotic 48S preinitiation complex
Eif2s1	multi-eIF complex
Eif2s1	translation initiation ternary complex
Eif2s1	extracellular exosome
Eif2s1	glial limiting end-foot
Eif2s1	translation initiation factor activity
Eif2s1	protein binding
Eif2s1	ribosome binding
Eif2s1	poly(A) RNA binding
Eif3a	Acetylation
Eif3a	Coiled coil
Eif3a	Complete proteome
Eif3a	Cytoplasm
Eif3a	Initiation factor
Eif3a	Phosphoprotein
Eif3a	Protein biosynthesis
Eif3a	Reference proteome
Eif3a	Repeat
Eif3a	RNA-binding
Eif3a	RNA transport
Eif3a	formation of translation preinitiation complex
Eif3a	formation of cytoplasmic translation initiation complex
Eif3a	translation reinitiation
Eif3a	regulation of translational initiation
Eif3a	negative regulation of ERK1 and ERK2 cascade
Eif3a	IRES-dependent viral translational initiation
Eif3a	viral translational termination-reinitiation
Eif3a	nucleus
Eif3a	nucleolus
Eif3a	cytoplasm
Eif3a	eukaryotic translation initiation factor 3 complex
Eif3a	microtubule
Eif3a	membrane
Eif3a	eukaryotic 43S preinitiation complex
Eif3a	eukaryotic 48S preinitiation complex
Eif3a	multi-eIF complex
Eif3a	eukaryotic translation initiation factor 3 complex
Eif3a	 eIF3e
Eif3a	eukaryotic translation initiation factor 3 complex
Eif3a	 eIF3m
Eif3a	mRNA binding
Eif3a	translation initiation factor activity
Eif3a	protein binding
Eif3a	receptor tyrosine kinase binding
Eif3a	poly(A) RNA binding
Eif3b	Acetylation
Eif3b	Complete proteome
Eif3b	Cytoplasm
Eif3b	Initiation factor
Eif3b	Phosphoprotein
Eif3b	Protein biosynthesis
Eif3b	Reference proteome
Eif3b	Repeat
Eif3b	RNA-binding
Eif3b	WD repeat
Eif3b	RNA transport
Eif3b	formation of translation preinitiation complex
Eif3b	translational initiation
Eif3b	regulation of translational initiation
Eif3b	IRES-dependent viral translational initiation
Eif3b	viral translational termination-reinitiation
Eif3b	nucleoplasm
Eif3b	cytoplasm
Eif3b	eukaryotic translation initiation factor 3 complex
Eif3b	eukaryotic 43S preinitiation complex
Eif3b	eukaryotic 48S preinitiation complex
Eif3b	extracellular exosome
Eif3b	eukaryotic translation initiation factor 3 complex
Eif3b	 eIF3m
Eif3b	nucleotide binding
Eif3b	translation initiation factor activity
Eif3b	protein binding
Eif3b	translation initiation factor binding
Eif3d	Acetylation
Eif3d	Complete proteome
Eif3d	Cytoplasm
Eif3d	Initiation factor
Eif3d	Phosphoprotein
Eif3d	Protein biosynthesis
Eif3d	Reference proteome
Eif3d	RNA-binding
Eif3d	RNA transport
Eif3d	formation of translation preinitiation complex
Eif3d	formation of cytoplasmic translation initiation complex
Eif3d	cap-dependent translational initiation
Eif3d	translational initiation
Eif3d	regulation of translational initiation
Eif3d	IRES-dependent viral translational initiation
Eif3d	viral translational termination-reinitiation
Eif3d	eukaryotic translation initiation factor 3 complex
Eif3d	membrane
Eif3d	eukaryotic 43S preinitiation complex
Eif3d	eukaryotic 48S preinitiation complex
Eif3d	eukaryotic translation initiation factor 3 complex
Eif3d	 eIF3m
Eif3d	RNA binding
Eif3d	translation initiation factor activity
Eif3d	poly(A) RNA binding
Eif3d	mRNA cap binding
Eif3g	Complete proteome
Eif3g	Cytoplasm
Eif3g	Initiation factor
Eif3g	Nucleus
Eif3g	Phosphoprotein
Eif3g	Protein biosynthesis
Eif3g	Reference proteome
Eif3g	RNA-binding
Eif3g	RNA transport
Eif3g	formation of translation preinitiation complex
Eif3g	translational initiation
Eif3g	regulation of translational initiation
Eif3g	viral translational termination-reinitiation
Eif3g	nucleus
Eif3g	cytoplasm
Eif3g	eukaryotic translation initiation factor 3 complex
Eif3g	eukaryotic 43S preinitiation complex
Eif3g	eukaryotic 48S preinitiation complex
Eif3g	perinuclear region of cytoplasm
Eif3g	nucleotide binding
Eif3g	translation initiation factor activity
Eif3g	poly(A) RNA binding
Eif4g1	Complete proteome
Eif4g1	Proteomics identification
Eif4g1	Reference proteome
Eif4g1	RNA transport
Eif4g1	Viral myocarditis
Eif4g1	behavioral fear response
Eif4g1	regulation of translational initiation
Eif4g1	lung development
Eif4g1	response to ethanol
Eif4g1	positive regulation of neuron differentiation
Eif4g1	cytoplasm
Eif4g1	membrane
Eif4g1	eukaryotic translation initiation factor 4F complex
Eif4g1	RNA binding
Eif4g1	eukaryotic initiation factor 4E binding
Eif4g1	poly(A) RNA binding
Eif4g3	Complete proteome
Eif4g3	Initiation factor
Eif4g3	Protein biosynthesis
Eif4g3	Proteomics identification
Eif4g3	Reference proteome
Eif4g3	RNA transport
Eif4g3	Viral myocarditis
Eif4g3	positive regulation of protein phosphorylation
Eif4g3	translational initiation
Eif4g3	spermatogenesis
Eif4g3	positive regulation of translation
Eif4g3	positive regulation of meiosis I
Eif4g3	RNA binding
Eif4g3	translation initiation factor activity
Eif4g3	poly(A) RNA binding
Eif4a1	ATP-binding
Eif4a1	Complete proteome
Eif4a1	Helicase
Eif4a1	Hydrolase
Eif4a1	Initiation factor
Eif4a1	Nucleotide-binding
Eif4a1	Protein biosynthesis
Eif4a1	Proteomics identification
Eif4a1	Reference proteome
Eif4a1	RNA transport
Eif4a1	translational initiation
Eif4a1	regulation of translational initiation
Eif4a1	regulation of gene expression
Eif4a1	RNA secondary structure unwinding
Eif4a1	nucleus
Eif4a1	cytoplasm
Eif4a1	membrane
Eif4a1	extracellular matrix
Eif4a1	extracellular exosome
Eif4a1	double-stranded RNA binding
Eif4a1	translation initiation factor activity
Eif4a1	ATP-dependent RNA helicase activity
Eif4a1	ATP binding
Eif4a1	poly(A) RNA binding
Eif4a2	ATP-binding
Eif4a2	Complete proteome
Eif4a2	Direct protein sequencing
Eif4a2	Helicase
Eif4a2	Hydrolase
Eif4a2	Initiation factor
Eif4a2	Nucleotide-binding
Eif4a2	Phosphoprotein
Eif4a2	Protein biosynthesis
Eif4a2	Proteomics identification
Eif4a2	Reference proteome
Eif4a2	RNA-binding
Eif4a2	RNA transport
Eif4a2	translational initiation
Eif4a2	regulation of translational initiation
Eif4a2	regulation of gene expression
Eif4a2	RNA secondary structure unwinding
Eif4a2	negative regulation of RNA-directed RNA polymerase activity
Eif4a2	perinuclear region of cytoplasm
Eif4a2	nucleic acid binding
Eif4a2	translation initiation factor activity
Eif4a2	ATP-dependent RNA helicase activity
Eif4a2	ATP binding
Eif4a2	ATPase activity
Eif4a2	poly(A) RNA binding
Eif4a3	Acetylation
Eif4a3	ATP-binding
Eif4a3	Complete proteome
Eif4a3	Cytoplasm
Eif4a3	Helicase
Eif4a3	Hydrolase
Eif4a3	Isopeptide bond
Eif4a3	mRNA processing
Eif4a3	mRNA splicing
Eif4a3	mRNA transport
Eif4a3	Nonsense-mediated mRNA decay
Eif4a3	Nucleotide-binding
Eif4a3	Nucleus
Eif4a3	Phosphoprotein
Eif4a3	Reference proteome
Eif4a3	RNA-binding
Eif4a3	rRNA processing
Eif4a3	Spliceosome
Eif4a3	Translation regulation
Eif4a3	Transport
Eif4a3	Ubl conjugation
Eif4a3	RNA transport
Eif4a3	mRNA surveillance pathway
Eif4a3	Spliceosome
Eif4a3	nuclear-transcribed mRNA catabolic process
Eif4a3	 nonsense-mediated decay
Eif4a3	regulation of alternative mRNA splicing
Eif4a3	 via spliceosome
Eif4a3	rRNA processing
Eif4a3	mRNA processing
Eif4a3	associative learning
Eif4a3	RNA splicing
Eif4a3	RNA secondary structure unwinding
Eif4a3	negative regulation of gene expression
Eif4a3	response to organic cyclic compound
Eif4a3	selenocysteine metabolic process
Eif4a3	negative regulation of translation
Eif4a3	exploration behavior
Eif4a3	positive regulation of translation
Eif4a3	positive regulation of transcription from RNA polymerase II promoter
Eif4a3	positive regulation of mRNA splicing
Eif4a3	 via spliceosome
Eif4a3	embryonic cranial skeleton morphogenesis
Eif4a3	mRNA transport
Eif4a3	cellular response to selenite ion
Eif4a3	negative regulation of excitatory postsynaptic potential
Eif4a3	regulation of mRNA binding
Eif4a3	negative regulation of selenocysteine incorporation
Eif4a3	negative regulation of selenocysteine insertion sequence binding
Eif4a3	cellular response to brain-derived neurotrophic factor stimulus
Eif4a3	nucleus
Eif4a3	nucleoplasm
Eif4a3	cytoplasm
Eif4a3	membrane
Eif4a3	nuclear speck
Eif4a3	dendrite
Eif4a3	intracellular ribonucleoprotein complex
Eif4a3	exon-exon junction complex
Eif4a3	neuronal cell body
Eif4a3	catalytic step 2 spliceosome
Eif4a3	mRNA binding
Eif4a3	ATP-dependent RNA helicase activity
Eif4a3	ATP binding
Eif4a3	poly(A) binding
Eif4a3	selenocysteine insertion sequence binding
Eif4a3	RNA stem-loop binding
Eif4a3	ribonucleoprotein complex binding
Eif4a3	poly(A) RNA binding
Eif4b	Coiled coil
Eif4b	Complete proteome
Eif4b	Initiation factor
Eif4b	Protein biosynthesis
Eif4b	Proteomics identification
Eif4b	Reference proteome
Eif4b	RNA transport
Eif4b	mTOR signaling pathway
Eif4b	PI3K-Akt signaling pathway
Eif4b	Proteoglycans in cancer
Eif4b	formation of translation preinitiation complex
Eif4b	cytoplasmic translation
Eif4b	eukaryotic translation initiation factor 4F complex assembly
Eif4b	polysome
Eif4b	eukaryotic translation initiation factor 4F complex
Eif4b	dendrite
Eif4b	neuronal cell body
Eif4b	nucleotide binding
Eif4b	translation initiation factor activity
Eif4b	RNA strand annealing activity
Eif4b	RNA strand-exchange activity
Eif4b	ribosomal small subunit binding
Eif4b	poly(A) RNA binding
Eif4e	Acetylation
Eif4e	Complete proteome
Eif4e	Cytoplasm
Eif4e	Initiation factor
Eif4e	Phosphoprotein
Eif4e	Protein biosynthesis
Eif4e	Reference proteome
Eif4e	RNA-binding
Eif4e	Translation regulation
Eif4e	RNA transport
Eif4e	HIF-1 signaling pathway
Eif4e	mTOR signaling pathway
Eif4e	PI3K-Akt signaling pathway
Eif4e	Insulin signaling pathway
Eif4e	G1/S transition of mitotic cell cycle
Eif4e	behavioral fear response
Eif4e	translational initiation
Eif4e	regulation of translation
Eif4e	negative regulation of translation
Eif4e	stem cell population maintenance
Eif4e	lung development
Eif4e	negative regulation of neuron differentiation
Eif4e	positive regulation of mitotic cell cycle
Eif4e	cellular response to dexamethasone stimulus
Eif4e	cytoplasmic mRNA processing body
Eif4e	cytoplasm
Eif4e	mRNA cap binding complex
Eif4e	cytoplasmic stress granule
Eif4e	eukaryotic translation initiation factor 4F complex
Eif4e	RISC complex
Eif4e	chromatoid body
Eif4e	protein complex
Eif4e	perinuclear region of cytoplasm
Eif4e	extracellular exosome
Eif4e	translation initiation factor activity
Eif4e	protein binding
Eif4e	enzyme binding
Eif4e	eukaryotic initiation factor 4G binding
Eif4e	poly(A) RNA binding
Eif4e	repressing transcription factor binding
Eif4h	Acetylation
Eif4h	Complete proteome
Eif4h	Cytoplasm
Eif4h	Direct protein sequencing
Eif4h	Initiation factor
Eif4h	Methylation
Eif4h	Phosphoprotein
Eif4h	Protein biosynthesis
Eif4h	Proteomics identification
Eif4h	Reference proteome
Eif4h	RNA-binding
Eif4h	formation of translation preinitiation complex
Eif4h	cytoplasmic translation
Eif4h	sexual reproduction
Eif4h	developmental growth
Eif4h	eukaryotic translation initiation factor 4F complex assembly
Eif4h	cell-cell adhesion
Eif4h	polysome
Eif4h	cell-cell adherens junction
Eif4h	membrane
Eif4h	eukaryotic translation initiation factor 4F complex
Eif4h	perinuclear region of cytoplasm
Eif4h	nucleotide binding
Eif4h	nucleic acid binding
Eif4h	translation initiation factor activity
Eif4h	RNA strand annealing activity
Eif4h	RNA strand-exchange activity
Eif4h	ribosomal small subunit binding
Eif4h	poly(A) RNA binding
Eif4h	cadherin binding involved in cell-cell adhesion
Eif5a	Acetylation
Eif5a	Complete proteome
Eif5a	Cytoplasm
Eif5a	Direct protein sequencing
Eif5a	Elongation factor
Eif5a	Endoplasmic reticulum
Eif5a	Hypusine
Eif5a	Membrane
Eif5a	mRNA transport
Eif5a	Nuclear pore complex
Eif5a	Nucleus
Eif5a	Protein biosynthesis
Eif5a	Protein transport
Eif5a	Reference proteome
Eif5a	RNA-binding
Eif5a	Translocation
Eif5a	Transport
Eif5a	mRNA export from nucleus
Eif5a	translational frameshifting
Eif5a	protein export from nucleus
Eif5a	nucleocytoplasmic transport
Eif5a	apoptotic process
Eif5a	positive regulation of cytosolic calcium ion concentration
Eif5a	aging
Eif5a	positive regulation of cell proliferation
Eif5a	positive regulation of cardiac muscle cell apoptotic process
Eif5a	protein transport
Eif5a	positive regulation of apoptotic process
Eif5a	negative regulation of apoptotic process
Eif5a	positive regulation of translational elongation
Eif5a	positive regulation of translational termination
Eif5a	mRNA transport
Eif5a	positive regulation of muscle cell differentiation
Eif5a	cellular response to thyroid hormone stimulus
Eif5a	positive regulation of reactive oxygen species metabolic process
Eif5a	nucleus
Eif5a	annulate lamellae
Eif5a	nuclear pore
Eif5a	cytoplasm
Eif5a	endoplasmic reticulum membrane
Eif5a	membrane
Eif5a	dendrite
Eif5a	neuronal cell body
Eif5a	extracellular exosome
Eif5a	RNA binding
Eif5a	translation elongation factor activity
Eif5a	U6 snRNA binding
Eif5a	ribosome binding
Eif5a	poly(A) RNA binding
Eif5a	protein N-terminus binding
Exosc3	Complete proteome
Exosc3	Proteomics identification
Exosc3	Reference proteome
Exosc3	RNA degradation
Exosc3	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA
Exosc3	 5.8S rRNA
Exosc3	 LSU-rRNA)
Exosc3	rRNA processing
Exosc3	nuclear-transcribed mRNA catabolic process
Exosc3	 exonucleolytic
Exosc3	 3'-5'
Exosc3	U4 snRNA 3'-end processing
Exosc3	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
Exosc3	DNA deamination
Exosc3	isotype switching
Exosc3	positive regulation of isotype switching
Exosc3	CUT catabolic process
Exosc3	nuclear polyadenylation-dependent rRNA catabolic process
Exosc3	nuclear polyadenylation-dependent tRNA catabolic process
Exosc3	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
Exosc3	polyadenylation-dependent snoRNA 3'-end processing
Exosc3	nuclear exosome (RNase complex)
Exosc3	cytoplasmic exosome (RNase complex)
Exosc3	exosome (RNase complex)
Exosc3	nucleus
Exosc3	nucleolus
Exosc3	cytoplasm
Exosc3	transcriptionally active chromatin
Exosc3	RNA binding
Exosc3	exoribonuclease activity
Exosc4	Complete proteome
Exosc4	Proteomics identification
Exosc4	Reference proteome
Exosc4	RNA degradation
Exosc4	maturation of 5.8S rRNA
Exosc4	nuclear-transcribed mRNA catabolic process
Exosc4	rRNA catabolic process
Exosc4	positive regulation of cell growth
Exosc4	rRNA 3'-end processing
Exosc4	nuclear-transcribed mRNA catabolic process
Exosc4	 exonucleolytic
Exosc4	 3'-5'
Exosc4	U4 snRNA 3'-end processing
Exosc4	DNA deamination
Exosc4	defense response to virus
Exosc4	nuclear mRNA surveillance
Exosc4	histone mRNA catabolic process
Exosc4	polyadenylation-dependent snoRNA 3'-end processing
Exosc4	nuclear exosome (RNase complex)
Exosc4	cytoplasmic exosome (RNase complex)
Exosc4	exosome (RNase complex)
Exosc4	nucleus
Exosc4	nucleolus
Exosc4	cytoplasm
Exosc4	transcriptionally active chromatin
Exosc4	exoribonuclease activity
Exosc4	AU-rich element binding
Exosc6	Complete proteome
Exosc6	Proteomics identification
Exosc6	Reference proteome
Exosc6	RNA degradation
Exosc6	rRNA catabolic process
Exosc6	rRNA 3'-end processing
Exosc6	nuclear-transcribed mRNA catabolic process
Exosc6	 exonucleolytic
Exosc6	 3'-5'
Exosc6	U4 snRNA 3'-end processing
Exosc6	DNA deamination
